,지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 현지기압(hPa),평균 전운량(1/10)
10730,143,대구,1997-09-07,24.2,,1.8,1008.2,0.3
10731,143,대구,1997-09-08,24.7,,1.0,1009.1,0.0
10732,143,대구,1997-09-09,26.4,,1.8,1006.9,0.0
10733,143,대구,1997-09-10,26.1,,1.9,1008.1,5.1
10734,143,대구,1997-09-11,24.2,,2.8,1008.3,8.1
10735,143,대구,1997-09-12,23.5,,3.8,1010.9,3.5
10736,143,대구,1997-09-13,21.5,0.0,2.6,1013.4,7.1
10737,143,대구,1997-09-14,20.6,,1.9,1012.4,7.6
10738,143,대구,1997-09-15,20.0,2.0,4.8,1012.3,8.9
10739,143,대구,1997-09-16,18.8,4.3,1.2,1006.6,9.9
10740,143,대구,1997-09-17,22.2,,1.6,1008.5,4.8
10741,143,대구,1997-09-18,21.2,,1.6,1008.5,3.0
10742,143,대구,1997-09-19,19.3,,2.5,1009.1,0.5
10743,143,대구,1997-09-20,19.2,,1.1,1010.1,7.8
10744,143,대구,1997-09-21,18.1,,2.1,1013.4,6.6
10745,143,대구,1997-09-22,17.6,,1.9,1016.8,3.8
10746,143,대구,1997-09-23,18.0,,1.6,1018.2,1.5
10747,143,대구,1997-09-24,17.3,,1.7,1017.5,6.6
10748,143,대구,1997-09-25,17.7,1.2,1.0,1009.1,10.0
10749,143,대구,1997-09-26,17.7,3.0,1.7,1002.1,7.1
10750,143,대구,1997-09-27,18.5,,1.5,1005.6,4.5
10751,143,대구,1997-09-28,18.1,,1.4,1010.1,2.0
10752,143,대구,1997-09-29,17.3,,0.8,1013.0,1.6
10753,143,대구,1997-09-30,18.3,,0.6,1016.3,2.4
10754,143,대구,1997-10-01,18.5,,1.9,1017.6,5.3
10755,143,대구,1997-10-02,20.2,,1.4,1016.1,2.4
10756,143,대구,1997-10-03,20.2,,0.9,1014.3,5.8
10757,143,대구,1997-10-04,20.3,0.8,1.2,1009.7,8.4
10758,143,대구,1997-10-05,17.6,,2.3,1011.3,2.1
10759,143,대구,1997-10-06,18.0,,1.2,1012.4,2.3
10760,143,대구,1997-10-07,17.5,,2.2,1011.1,2.6
10761,143,대구,1997-10-08,16.1,,2.2,1015.5,1.0
10762,143,대구,1997-10-09,15.7,,1.3,1012.4,0.8
10763,143,대구,1997-10-10,17.7,,2.6,1005.4,1.9
10764,143,대구,1997-10-11,14.9,,3.3,1009.4,3.0
10765,143,대구,1997-10-12,13.5,,2.4,1011.6,0.1
10766,143,대구,1997-10-13,15.0,,1.4,1010.0,0.0
10767,143,대구,1997-10-14,18.0,,1.9,1007.5,1.4
10768,143,대구,1997-10-15,14.8,,0.9,1013.6,2.0
10769,143,대구,1997-10-16,16.1,,0.7,1013.7,0.3
10770,143,대구,1997-10-17,17.7,,1.5,1010.0,0.6
10771,143,대구,1997-10-18,17.0,,1.3,1011.6,0.0
10772,143,대구,1997-10-19,17.6,,1.2,1009.1,0.0
10773,143,대구,1997-10-20,21.7,,1.9,1006.4,0.6
10774,143,대구,1997-10-21,22.5,,1.3,1005.7,0.0
10775,143,대구,1997-10-22,18.7,1.0,1.5,1007.9,4.5
10776,143,대구,1997-10-23,21.1,0.0,0.9,1009.2,1.0
10777,143,대구,1997-10-24,16.2,,2.5,1012.8,3.1
10778,143,대구,1997-10-25,10.4,,3.9,1015.1,2.8
10779,143,대구,1997-10-26,11.0,,3.7,1013.5,1.9
10780,143,대구,1997-10-27,10.4,,2.8,1017.5,0.1
10781,143,대구,1997-10-28,9.9,,1.5,1018.8,2.5
10782,143,대구,1997-10-29,10.7,0.0,2.4,1016.5,4.8
10783,143,대구,1997-10-30,7.9,0.6,3.5,1017.9,5.9
10784,143,대구,1997-10-31,4.9,,3.4,1021.3,0.0
10785,143,대구,1997-11-01,8.1,,1.1,1024.0,0.0
10786,143,대구,1997-11-02,9.5,,0.6,1022.5,0.0
10787,143,대구,1997-11-03,11.1,,1.3,1018.4,0.0
10788,143,대구,1997-11-04,12.1,,0.6,1014.6,5.0
10789,143,대구,1997-11-05,11.9,,1.3,1016.0,0.5
10790,143,대구,1997-11-06,12.2,,2.4,1019.0,0.0
10791,143,대구,1997-11-07,11.1,,1.5,1021.1,5.1
10792,143,대구,1997-11-08,13.0,,1.2,1020.1,1.3
10793,143,대구,1997-11-09,12.8,,1.1,1022.9,2.5
10794,143,대구,1997-11-10,14.6,,1.4,1023.1,3.3
10795,143,대구,1997-11-11,14.6,,1.0,1020.8,3.9
10796,143,대구,1997-11-12,13.6,44.2,1.6,1010.7,9.9
10797,143,대구,1997-11-13,11.9,,4.3,1013.1,9.3
10798,143,대구,1997-11-14,10.8,12.0,1.2,1009.7,9.8
10799,143,대구,1997-11-15,11.9,,1.9,1012.3,3.6
10800,143,대구,1997-11-16,9.9,,1.1,1011.5,5.3
10801,143,대구,1997-11-17,7.0,,5.2,1007.0,7.0
10802,143,대구,1997-11-18,3.7,0.0,4.5,1016.7,0.5
10803,143,대구,1997-11-19,4.6,,1.4,1023.5,4.5
10804,143,대구,1997-11-20,9.4,0.0,1.5,1023.2,4.6
10805,143,대구,1997-11-21,7.2,16.8,1.7,1013.9,9.8
10806,143,대구,1997-11-22,10.9,2.3,1.5,1009.8,6.5
10807,143,대구,1997-11-23,8.4,,1.1,1013.2,2.0
10808,143,대구,1997-11-24,7.9,,1.1,1017.0,3.3
10809,143,대구,1997-11-25,12.1,33.8,2.2,1005.7,9.9
10810,143,대구,1997-11-26,14.2,0.7,3.2,1003.0,7.9
10811,143,대구,1997-11-27,9.2,,2.6,1020.8,4.1
10812,143,대구,1997-11-28,11.3,3.3,2.7,1019.5,10.0
10813,143,대구,1997-11-29,10.6,23.2,2.4,1008.3,9.0
10814,143,대구,1997-11-30,9.6,,1.7,1017.8,5.0
10815,143,대구,1997-12-01,4.8,,4.0,1019.9,7.3
10816,143,대구,1997-12-02,-2.4,,5.4,1023.7,0.4
10817,143,대구,1997-12-03,-3.2,,3.0,1029.0,0.6
10818,143,대구,1997-12-04,-1.0,,1.4,1029.2,0.0
10819,143,대구,1997-12-05,2.2,,0.9,1027.9,3.1
10820,143,대구,1997-12-06,3.7,32.1,1.6,1017.2,10.0
10821,143,대구,1997-12-07,7.5,5.3,1.2,1008.7,10.0
10822,143,대구,1997-12-08,5.5,0.2,3.8,1011.8,7.9
10823,143,대구,1997-12-09,0.9,0.0,5.6,1017.0,3.4
10824,143,대구,1997-12-10,-3.5,,3.8,1018.9,1.3
10825,143,대구,1997-12-11,-3.1,1.9,2.9,1016.4,4.6
10826,143,대구,1997-12-12,-1.2,,2.2,1020.3,6.0
10827,143,대구,1997-12-13,2.2,,1.7,1020.7,2.0
10828,143,대구,1997-12-14,3.0,,1.7,1018.6,2.1
10829,143,대구,1997-12-15,5.7,,2.7,1018.4,2.6
10830,143,대구,1997-12-16,4.5,,1.6,1018.1,8.6
10831,143,대구,1997-12-17,5.1,0.5,1.9,1010.2,8.5
10832,143,대구,1997-12-18,7.8,,2.4,1011.5,1.6
10833,143,대구,1997-12-19,7.3,,1.0,1013.2,2.1
10834,143,대구,1997-12-20,9.3,,1.4,1015.3,3.4
10835,143,대구,1997-12-21,7.9,,3.2,1021.9,7.5
10836,143,대구,1997-12-22,6.8,,2.1,1023.5,6.1
10837,143,대구,1997-12-23,4.5,0.4,1.3,1021.4,4.8
10838,143,대구,1997-12-24,4.7,,1.7,1021.4,2.9
10839,143,대구,1997-12-25,5.4,,1.7,1022.8,1.8
10840,143,대구,1997-12-26,5.3,,0.8,1019.8,3.0
10841,143,대구,1997-12-27,6.0,,2.0,1019.8,0.5
10842,143,대구,1997-12-28,4.8,,2.8,1022.4,0.5
10843,143,대구,1997-12-29,1.6,,1.7,1018.8,7.0
10844,143,대구,1997-12-30,4.6,,3.9,1013.5,3.3
10845,143,대구,1997-12-31,3.6,,1.9,1016.4,3.4
10846,143,대구,1998-01-01,4.3,,1.5,1012.5,7.0
10847,143,대구,1998-01-02,3.0,,1.0,1017.0,0.0
10848,143,대구,1998-01-03,5.0,,1.0,1014.8,7.6
10849,143,대구,1998-01-04,0.5,,4.4,1016.3,4.6
10850,143,대구,1998-01-05,0.4,0.0,3.0,1016.1,3.3
10851,143,대구,1998-01-06,2.3,0.3,4.2,1020.8,2.5
10852,143,대구,1998-01-07,1.6,1.2,1.5,1021.4,9.0
10853,143,대구,1998-01-08,1.3,22.1,1.9,1009.7,10.0
10854,143,대구,1998-01-09,3.2,0.2,1.3,1019.0,4.3
10855,143,대구,1998-01-10,3.5,,1.3,1018.8,6.3
10856,143,대구,1998-01-11,4.4,,2.5,1015.0,9.9
10857,143,대구,1998-01-12,3.9,,1.3,1017.4,6.1
10858,143,대구,1998-01-13,2.4,,0.9,1021.3,8.9
10859,143,대구,1998-01-14,4.3,3.7,1.7,1017.0,9.4
10860,143,대구,1998-01-15,4.8,4.5,3.9,1010.1,9.4
10861,143,대구,1998-01-16,3.8,,1.9,1017.3,4.5
10862,143,대구,1998-01-17,3.3,2.2,1.5,1013.8,7.6
10863,143,대구,1998-01-18,-0.1,1.7,5.5,1010.3,3.5
10864,143,대구,1998-01-19,-6.0,,4.8,1019.2,0.1
10865,143,대구,1998-01-20,-1.8,0.0,2.7,1017.2,5.5
10866,143,대구,1998-01-21,-0.4,0.0,4.3,1019.5,3.3
10867,143,대구,1998-01-22,-0.5,0.0,1.5,1018.4,7.3
10868,143,대구,1998-01-23,-1.5,,4.5,1014.8,5.6
10869,143,대구,1998-01-24,-7.3,,4.9,1019.3,1.1
10870,143,대구,1998-01-25,-2.9,,3.3,1021.4,0.8
10871,143,대구,1998-01-26,-0.6,,2.9,1020.4,3.3
10872,143,대구,1998-01-27,-0.3,,3.1,1024.7,4.5
10873,143,대구,1998-01-28,-0.7,,3.3,1024.3,2.0
10874,143,대구,1998-01-29,-0.4,,3.2,1026.0,0.0
10875,143,대구,1998-01-30,0.9,,2.2,1022.9,1.5
10876,143,대구,1998-01-31,2.8,,2.6,1023.5,0.0
10877,143,대구,1998-02-01,0.8,,1.1,1022.7,2.9
10878,143,대구,1998-02-02,2.1,,1.9,1020.0,2.3
10879,143,대구,1998-02-03,2.5,,2.5,1017.4,6.5
10880,143,대구,1998-02-04,2.4,,2.1,1018.4,3.6
10881,143,대구,1998-02-05,1.8,,3.4,1017.2,0.0
10882,143,대구,1998-02-06,4.3,,2.1,1014.9,1.0
10883,143,대구,1998-02-07,4.3,,2.7,1008.7,5.0
10884,143,대구,1998-02-08,-0.4,0.1,6.8,1008.2,3.9
10885,143,대구,1998-02-09,-0.2,1.0,1.8,1011.9,5.9
10886,143,대구,1998-02-10,1.1,,3.0,1016.7,2.6
10887,143,대구,1998-02-11,4.7,,1.8,1013.0,3.1
10888,143,대구,1998-02-12,13.7,,2.6,1008.2,3.3
10889,143,대구,1998-02-13,9.8,1.0,1.7,1010.2,4.8
10890,143,대구,1998-02-14,6.9,0.8,3.7,1009.0,9.4
10891,143,대구,1998-02-15,6.9,0.1,2.4,1011.9,7.5
10892,143,대구,1998-02-16,5.9,,1.8,1016.4,1.9
10893,143,대구,1998-02-17,4.7,,3.1,1025.9,0.4
10894,143,대구,1998-02-18,4.6,,2.6,1028.8,4.8
10895,143,대구,1998-02-19,8.1,2.9,2.4,1019.3,7.6
10896,143,대구,1998-02-20,11.3,11.2,2.7,1006.3,10.0
10897,143,대구,1998-02-21,6.4,0.3,4.7,1017.8,9.9
10898,143,대구,1998-02-22,5.8,,4.8,1022.1,6.6
10899,143,대구,1998-02-23,6.7,0.7,2.2,1017.2,9.6
10900,143,대구,1998-02-24,7.0,7.5,1.7,1012.7,9.8
10901,143,대구,1998-02-25,7.3,,2.4,1010.9,6.4
10902,143,대구,1998-02-26,8.2,,1.7,1010.3,2.9
10903,143,대구,1998-02-27,7.7,0.6,2.0,1009.8,5.3
10904,143,대구,1998-02-28,6.0,,4.2,1010.3,6.5
10905,143,대구,1998-03-01,7.0,,2.1,1016.5,0.4
10906,143,대구,1998-03-02,7.8,,2.3,1016.7,0.0
10907,143,대구,1998-03-03,10.4,,3.3,1016.2,1.4
10908,143,대구,1998-03-04,9.2,,3.3,1016.3,6.9
10909,143,대구,1998-03-05,9.5,,1.9,1012.9,2.5
10910,143,대구,1998-03-06,10.4,,2.5,1010.5,0.9
10911,143,대구,1998-03-07,8.3,,4.4,1017.7,3.1
10912,143,대구,1998-03-08,7.9,,1.4,1015.6,5.1
10913,143,대구,1998-03-09,9.3,,3.8,1011.3,8.6
10914,143,대구,1998-03-10,7.0,,5.9,1015.7,9.6
10915,143,대구,1998-03-11,6.9,6.2,2.4,1006.9,9.8
10916,143,대구,1998-03-12,8.7,,4.0,1001.8,5.5
10917,143,대구,1998-03-13,11.0,,3.1,1001.0,4.4
10918,143,대구,1998-03-14,9.8,0.0,4.7,1001.0,4.9
10919,143,대구,1998-03-15,4.9,0.0,5.0,1011.7,2.3
10920,143,대구,1998-03-16,7.5,,2.4,1013.0,5.1
10921,143,대구,1998-03-17,8.7,,2.0,1018.1,0.0
10922,143,대구,1998-03-18,11.0,,2.3,1019.0,3.9
10923,143,대구,1998-03-19,14.6,16.1,4.2,1003.0,9.4
10924,143,대구,1998-03-20,2.4,,5.6,1009.8,9.5
10925,143,대구,1998-03-21,3.6,,4.0,1015.0,3.9
10926,143,대구,1998-03-22,4.3,,3.9,1021.1,1.1
10927,143,대구,1998-03-23,7.3,,3.2,1021.3,5.6
10928,143,대구,1998-03-24,9.6,,3.7,1016.2,6.1
10929,143,대구,1998-03-25,12.6,,3.2,1015.9,6.5
10930,143,대구,1998-03-26,9.7,3.0,1.7,1016.4,8.5
10931,143,대구,1998-03-27,10.7,3.8,2.7,1010.6,8.1
10932,143,대구,1998-03-28,13.7,,1.3,1013.2,4.1
10933,143,대구,1998-03-29,17.3,,2.1,1015.5,1.9
10934,143,대구,1998-03-30,17.2,,1.9,1013.0,1.9
10935,143,대구,1998-03-31,14.1,,3.2,1011.9,5.0
10936,143,대구,1998-04-01,6.6,41.2,5.1,1008.1,10.0
10937,143,대구,1998-04-02,6.8,0.5,2.2,1013.4,6.5
10938,143,대구,1998-04-03,9.8,,1.9,1017.3,0.0
10939,143,대구,1998-04-04,13.6,,2.0,1017.1,1.8
10940,143,대구,1998-04-05,12.8,26.6,2.2,1013.4,9.3
10941,143,대구,1998-04-06,13.2,2.3,3.3,1011.1,8.3
10942,143,대구,1998-04-07,15.4,,1.4,1007.6,3.8
10943,143,대구,1998-04-08,15.1,1.7,1.8,1005.5,10.0
10944,143,대구,1998-04-09,13.7,0.0,2.6,1007.4,8.8
10945,143,대구,1998-04-10,17.5,,2.4,1009.1,4.0
10946,143,대구,1998-04-11,19.2,,2.4,1008.9,1.5
10947,143,대구,1998-04-12,16.9,11.3,3.1,1001.6,9.1
10948,143,대구,1998-04-13,17.3,1.7,2.6,997.2,9.6
10949,143,대구,1998-04-14,16.7,0.4,3.2,1003.0,7.1
10950,143,대구,1998-04-15,14.8,4.9,2.8,1006.9,6.9
10951,143,대구,1998-04-16,14.8,,3.8,1008.1,9.1
10952,143,대구,1998-04-17,13.8,2.3,3.2,1004.6,7.1
10953,143,대구,1998-04-18,15.8,,1.7,1006.0,4.4
10954,143,대구,1998-04-19,19.9,,2.2,1009.6,0.0
10955,143,대구,1998-04-20,21.7,,2.6,1012.3,5.0
10956,143,대구,1998-04-21,20.6,0.0,2.5,1011.5,9.0
10957,143,대구,1998-04-22,21.4,0.0,1.7,1005.2,9.6
10958,143,대구,1998-04-23,22.3,25.9,1.5,999.4,8.9
10959,143,대구,1998-04-24,23.6,,2.2,997.1,7.8
10960,143,대구,1998-04-25,13.4,2.4,5.5,1003.9,9.3
10961,143,대구,1998-04-26,14.4,,3.4,1009.4,7.3
10962,143,대구,1998-04-27,17.4,0.1,3.9,1012.1,4.0
10963,143,대구,1998-04-28,19.8,,2.1,1012.2,0.0
10964,143,대구,1998-04-29,19.3,,4.4,1013.2,4.8
10965,143,대구,1998-04-30,18.3,,5.7,1014.9,6.6
10966,143,대구,1998-05-01,17.0,2.2,2.4,1007.8,10.0
10967,143,대구,1998-05-02,22.8,15.5,4.2,995.0,8.4
10968,143,대구,1998-05-03,16.4,,3.8,1006.8,4.6
10969,143,대구,1998-05-04,15.4,,3.6,1012.9,1.8
10970,143,대구,1998-05-05,17.7,,2.2,1012.5,1.3
10971,143,대구,1998-05-06,22.0,,2.0,1011.3,1.8
10972,143,대구,1998-05-07,24.5,0.5,2.5,1007.5,8.3
10973,143,대구,1998-05-08,19.0,0.0,3.5,1008.3,7.0
10974,143,대구,1998-05-09,19.1,0.3,2.4,1009.7,8.0
10975,143,대구,1998-05-10,16.6,1.3,2.1,1012.2,10.0
10976,143,대구,1998-05-11,12.1,38.5,3.2,1008.4,10.0
10977,143,대구,1998-05-12,14.7,11.7,2.6,1002.4,8.8
10978,143,대구,1998-05-13,18.0,,2.4,1008.0,5.5
10979,143,대구,1998-05-14,19.0,,2.8,1008.1,4.1
10980,143,대구,1998-05-15,18.4,,3.9,1008.1,6.6
10981,143,대구,1998-05-16,17.6,24.6,1.7,1001.0,9.8
10982,143,대구,1998-05-17,20.0,,2.8,1004.3,6.9
10983,143,대구,1998-05-18,20.8,,2.0,1005.6,4.5
10984,143,대구,1998-05-19,22.5,,1.9,1006.5,1.9
10985,143,대구,1998-05-20,22.8,,2.4,1009.7,2.4
10986,143,대구,1998-05-21,23.0,,2.8,1011.3,0.0
10987,143,대구,1998-05-22,23.4,,2.3,1009.5,5.4
10988,143,대구,1998-05-23,24.1,,2.5,1007.0,8.4
10989,143,대구,1998-05-24,21.9,0.0,2.5,999.2,10.0
10990,143,대구,1998-05-25,19.0,0.0,3.0,999.9,8.6
10991,143,대구,1998-05-26,21.2,,2.0,1003.0,0.3
10992,143,대구,1998-05-27,22.2,,1.8,1008.1,2.9
10993,143,대구,1998-05-28,20.3,,2.2,1005.1,6.0
10994,143,대구,1998-05-29,22.3,,1.9,1000.5,5.3
10995,143,대구,1998-05-30,22.1,,4.2,1003.3,0.0
10996,143,대구,1998-05-31,21.1,,2.5,1006.5,4.8
10997,143,대구,1998-06-01,19.8,0.5,2.3,1002.4,9.0
10998,143,대구,1998-06-02,16.9,20.8,3.0,994.3,10.0
10999,143,대구,1998-06-03,19.5,0.2,3.2,995.6,8.0
11000,143,대구,1998-06-04,16.3,0.0,3.7,1004.5,8.0
11001,143,대구,1998-06-05,15.5,0.8,4.3,1006.5,9.8
11002,143,대구,1998-06-06,16.7,,3.6,1007.2,6.0
11003,143,대구,1998-06-07,18.6,,2.0,1005.8,0.4
11004,143,대구,1998-06-08,20.8,,1.4,1005.1,7.3
11005,143,대구,1998-06-09,19.6,5.4,2.3,1004.5,10.0
11006,143,대구,1998-06-10,20.5,2.5,2.4,1003.4,7.6
11007,143,대구,1998-06-11,21.6,,2.5,1005.7,3.5
11008,143,대구,1998-06-12,20.9,0.0,4.7,1003.8,7.3
11009,143,대구,1998-06-13,19.1,15.1,3.7,995.4,10.0
11010,143,대구,1998-06-14,18.7,14.0,1.6,995.8,7.6
11011,143,대구,1998-06-15,22.3,,2.1,998.0,3.5
11012,143,대구,1998-06-16,23.0,1.8,1.9,998.5,5.5
11013,143,대구,1998-06-17,22.6,,4.1,998.7,3.1
11014,143,대구,1998-06-18,21.6,,4.1,998.6,6.1
11015,143,대구,1998-06-19,20.8,6.9,2.0,996.0,7.6
11016,143,대구,1998-06-20,22.9,,2.1,1002.7,7.6
11017,143,대구,1998-06-21,21.8,,4.6,1003.8,8.8
11018,143,대구,1998-06-22,20.9,,5.3,1007.2,6.3
11019,143,대구,1998-06-23,20.3,,5.0,1008.1,7.1
11020,143,대구,1998-06-24,20.3,17.2,3.5,1005.8,9.6
11021,143,대구,1998-06-25,22.7,36.8,2.7,1002.0,10.0
11022,143,대구,1998-06-26,24.3,16.5,3.1,999.2,9.9
11023,143,대구,1998-06-27,23.6,44.6,1.3,1002.7,10.0
11024,143,대구,1998-06-28,23.9,5.4,1.6,1001.4,6.4
11025,143,대구,1998-06-29,27.5,,1.8,1001.4,2.8
11026,143,대구,1998-06-30,25.5,10.5,1.8,1000.2,6.8
11027,143,대구,1998-07-01,26.1,3.2,4.3,996.9,7.9
11028,143,대구,1998-07-02,25.5,2.2,1.6,1000.1,8.0
11029,143,대구,1998-07-03,27.1,17.6,3.0,1001.9,9.1
11030,143,대구,1998-07-04,24.2,15.7,1.6,1005.7,7.6
11031,143,대구,1998-07-05,26.7,3.8,1.8,1006.7,6.4
11032,143,대구,1998-07-06,28.3,,2.0,1006.3,7.0
11033,143,대구,1998-07-07,29.3,,3.8,1003.4,4.4
11034,143,대구,1998-07-08,30.1,,5.4,1000.7,6.9
11035,143,대구,1998-07-09,30.5,,4.6,1000.2,4.9
11036,143,대구,1998-07-10,29.0,0.0,2.7,998.7,8.8
11037,143,대구,1998-07-11,25.7,3.2,2.3,998.2,8.8
11038,143,대구,1998-07-12,23.5,,4.9,1002.5,9.4
11039,143,대구,1998-07-13,22.5,,4.6,1005.4,8.5
11040,143,대구,1998-07-14,23.0,1.3,3.1,1004.0,9.1
11041,143,대구,1998-07-15,22.2,19.0,2.3,997.4,10.0
11042,143,대구,1998-07-16,23.2,2.2,2.7,994.4,9.6
11043,143,대구,1998-07-17,21.8,,3.7,997.1,9.1
11044,143,대구,1998-07-18,22.0,9.0,4.9,994.9,9.6
11045,143,대구,1998-07-19,25.1,15.0,2.1,989.5,6.0
11046,143,대구,1998-07-20,26.1,0.0,2.0,993.1,6.3
11047,143,대구,1998-07-21,23.6,20.4,3.1,996.8,9.5
11048,143,대구,1998-07-22,23.2,9.5,3.9,999.0,8.8
11049,143,대구,1998-07-23,24.4,,4.2,1000.7,5.8
11050,143,대구,1998-07-24,24.3,,4.9,1001.4,7.9
11051,143,대구,1998-07-25,23.4,14.1,2.4,997.6,9.9
11052,143,대구,1998-07-26,23.5,3.6,1.7,994.1,10.0
11053,143,대구,1998-07-27,25.2,17.6,2.1,995.0,9.0
11054,143,대구,1998-07-28,25.3,0.3,2.1,996.7,9.1
11055,143,대구,1998-07-29,25.6,0.0,2.6,999.3,8.4
11056,143,대구,1998-07-30,25.0,0.0,2.7,1001.9,9.9
11057,143,대구,1998-07-31,24.7,3.2,3.5,1001.4,9.9
11058,143,대구,1998-08-01,27.2,68.0,2.5,996.6,8.3
11059,143,대구,1998-08-02,25.9,6.8,0.9,1001.4,8.4
11060,143,대구,1998-08-03,28.3,0.9,1.9,1004.0,8.6
11061,143,대구,1998-08-04,28.6,0.1,1.6,1004.5,5.9
11062,143,대구,1998-08-05,29.9,,3.3,1001.4,4.6
11063,143,대구,1998-08-06,29.3,0.2,2.5,1000.7,7.1
11064,143,대구,1998-08-07,28.8,,2.8,1003.1,5.6
11065,143,대구,1998-08-08,27.5,22.1,3.0,1001.3,8.6
11066,143,대구,1998-08-09,27.2,1.2,1.9,1001.6,8.8
11067,143,대구,1998-08-10,27.1,0.5,2.0,1000.9,8.6
11068,143,대구,1998-08-11,28.0,4.8,1.7,999.0,8.0
11069,143,대구,1998-08-12,26.1,9.1,1.8,1000.5,9.3
11070,143,대구,1998-08-13,25.2,56.2,1.6,999.6,8.4
11071,143,대구,1998-08-14,26.6,2.2,1.4,1000.5,8.3
11072,143,대구,1998-08-15,27.2,15.3,2.1,997.9,9.5
11073,143,대구,1998-08-16,23.3,99.9,3.0,997.9,9.9
11074,143,대구,1998-08-17,23.8,1.0,2.3,1000.7,9.9
11075,143,대구,1998-08-18,23.2,49.8,2.2,1000.8,8.8
11076,143,대구,1998-08-19,26.0,,2.0,1002.7,5.6
11077,143,대구,1998-08-20,26.2,0.0,1.7,1004.0,6.8
11078,143,대구,1998-08-21,25.7,3.9,2.1,1005.4,8.0
11079,143,대구,1998-08-22,25.8,5.4,2.8,1006.3,9.4
11080,143,대구,1998-08-23,25.7,0.5,2.5,1001.4,9.3
11081,143,대구,1998-08-24,26.2,,2.6,998.4,5.3
11082,143,대구,1998-08-25,25.6,,2.8,998.7,6.3
11083,143,대구,1998-08-26,24.8,,1.6,999.8,6.3
11084,143,대구,1998-08-27,23.5,,1.3,999.3,7.9
11085,143,대구,1998-08-28,23.9,,2.3,999.9,5.1
11086,143,대구,1998-08-29,24.0,,3.1,1001.1,4.4
11087,143,대구,1998-08-30,23.7,,2.4,1002.3,6.3
11088,143,대구,1998-08-31,23.8,0.0,2.7,1003.9,7.0
11089,143,대구,1998-09-01,23.8,16.0,1.7,1004.1,7.0
11090,143,대구,1998-09-02,23.8,,1.9,1003.7,6.1
11091,143,대구,1998-09-03,24.1,,1.9,1004.6,4.5
11092,143,대구,1998-09-04,24.4,,1.8,1003.8,2.5
11093,143,대구,1998-09-05,24.6,,2.0,1001.3,6.8
11094,143,대구,1998-09-06,25.8,,1.6,1000.3,3.1
11095,143,대구,1998-09-07,25.9,0.1,1.8,1000.3,2.6
11096,143,대구,1998-09-08,26.0,,1.6,1002.3,2.4
11097,143,대구,1998-09-09,27.0,,2.3,1005.5,2.5
11098,143,대구,1998-09-10,27.3,,1.5,1007.6,6.8
11099,143,대구,1998-09-11,26.3,,1.8,1007.0,5.5
11100,143,대구,1998-09-12,25.4,,3.1,1007.6,5.4
11101,143,대구,1998-09-13,25.0,,3.1,1008.1,2.4
11102,143,대구,1998-09-14,25.4,,1.5,1003.1,0.8
11103,143,대구,1998-09-15,25.1,,2.5,998.1,4.4
11104,143,대구,1998-09-16,22.3,,3.2,1000.5,3.3
11105,143,대구,1998-09-17,21.0,,2.5,1007.6,0.3
11106,143,대구,1998-09-18,20.9,,3.0,1007.7,0.8
11107,143,대구,1998-09-19,22.7,,3.7,1006.5,8.3
11108,143,대구,1998-09-20,23.5,0.7,2.9,1003.6,8.5
11109,143,대구,1998-09-21,22.8,7.2,2.6,996.9,8.6
11110,143,대구,1998-09-22,20.3,0.0,2.6,1003.3,5.4
11111,143,대구,1998-09-23,19.0,,2.2,1010.8,5.9
11112,143,대구,1998-09-24,18.9,4.0,1.2,1010.4,9.5
11113,143,대구,1998-09-25,22.0,,1.1,1010.3,7.0
11114,143,대구,1998-09-26,22.0,,1.0,1011.6,9.6
11115,143,대구,1998-09-27,21.3,,1.7,1013.0,10.0
11116,143,대구,1998-09-28,19.8,5.5,1.6,1013.6,10.0
11117,143,대구,1998-09-29,18.2,38.2,1.3,1008.3,10.0
11118,143,대구,1998-09-30,19.4,225.8,3.1,995.4,10.0
11119,143,대구,1998-10-01,22.1,5.8,2.4,996.1,7.0
11120,143,대구,1998-10-02,21.6,,1.9,1005.3,1.9
11121,143,대구,1998-10-03,21.6,,2.0,1009.7,4.1
11122,143,대구,1998-10-04,18.8,,3.3,1016.3,4.8
11123,143,대구,1998-10-05,18.9,,1.6,1014.9,5.3
11124,143,대구,1998-10-06,19.5,,2.3,1010.1,5.6
11125,143,대구,1998-10-07,19.2,,1.8,1006.8,4.1
11126,143,대구,1998-10-08,19.9,,1.5,1007.5,1.5
11127,143,대구,1998-10-09,20.7,,1.2,1010.1,2.1
11128,143,대구,1998-10-10,20.7,,2.7,1014.5,6.9
11129,143,대구,1998-10-11,21.1,,2.4,1018.2,8.4
11130,143,대구,1998-10-12,19.0,29.0,2.7,1015.4,10.0
11131,143,대구,1998-10-13,21.3,0.0,1.6,1009.2,8.9
11132,143,대구,1998-10-14,21.1,16.0,2.8,1002.9,9.5
11133,143,대구,1998-10-15,18.7,,2.8,1005.3,3.3
11134,143,대구,1998-10-16,15.9,,1.0,1007.1,6.9
11135,143,대구,1998-10-17,17.4,,1.8,998.2,9.0
11136,143,대구,1998-10-18,18.7,,3.9,1001.9,2.4
11137,143,대구,1998-10-19,14.4,,4.0,1013.9,1.5
