시군구,위계,광역구분,종속구분,도로명,고시일자,시점,종점,도로폭,도로고시길이,도로물리길이,기초간격,도로위계,총점,난이도등급
광진구,길,시군구,주도로,자양로2길,2010-06-03,자양동 686-0,자양동 688-5,7,235,234.84,10,소로3류,8,하
광진구,길,시군구,주도로,자양로30길,2010-06-03,구의동 235-37,구의동 226-62,6,493,493.349,10,소로3류,8,하
광진구,길,시군구,주도로,자양로32길,2010-06-03,구의동 234-25,구의동 229-5,7,485,484.799,10,소로3류,8,하
광진구,길,시군구,주도로,자양로33길,2010-06-03,구의동 620-29,구의동 617-7,6,308,307.752,10,소로3류,8,하
광진구,길,시군구,주도로,자양로34길,2010-06-03,구의동 68-26,구의동 67-5,4,130,129.682,10,소로3류,8,하
광진구,길,시군구,주도로,자양로35길,2010-06-03,구의동 80-61,구의동 612-7,4,223,254.901,10,소로3류,8,하
광진구,길,시군구,주도로,자양로36길,2010-06-03,구의동 69-21,구의동 65-10,6,129,129.058,10,소로3류,8,하
광진구,길,시군구,주도로,자양로37가길,2010-06-03,구의동 80-5,구의동 80-18,5,117,116.506,10,소로3류,8,하
광진구,길,시군구,주도로,자양로37길,2010-06-03,구의동 80-8,구의동 612-1,8,461,461.48,10,소로2류,7,하
광진구,길,시군구,주도로,자양로38길,2010-06-03,구의동 70-27,구의동 61-21,7,333,333.483,10,소로3류,8,하
광진구,길,시군구,주도로,자양로39길,2010-06-03,구의동 79-8,구의동 77-61,6,160,160.381,10,소로3류,8,하
광진구,길,시군구,주도로,자양로3가길,2010-06-03,자양동 667-34,자양동 673-0,7,259,258.934,10,소로3류,8,하
광진구,길,시군구,주도로,자양로3길,2010-06-03,자양동 677-22,자양동 666-0,9,379,378.619,10,소로2류,7,하
광진구,길,시군구,주도로,자양로40길,2010-06-03,구의동 71-9,구의동 60-88,7,297,296.78,10,소로3류,8,하
광진구,길,시군구,주도로,자양로41길,2010-06-03,구의동 78-2,구의동 77-33,6,172,172.193,10,소로3류,8,하
광진구,길,시군구,주도로,자양로42길,2010-06-03,구의동 73-3,구의동 59-39,7,285,285.367,10,소로3류,8,하
광진구,길,시군구,주도로,자양로43길,2010-06-03,구의동 54-11,중곡동 80-1,7,772,771.531,10,소로3류,8,하
광진구,길,시군구,주도로,자양로44가길,2010-06-03,구의동 46-42,구의동 46-1,6,161,160.898,10,소로3류,8,하
광진구,길,시군구,주도로,자양로44길,2010-06-03,구의동 56-2,구의동 33-1,7,806,806.407,10,소로3류,8,하
광진구,길,시군구,주도로,자양로44나길,2010-06-03,구의동 45-12,구의동 45-25,7,213,213.259,10,소로3류,8,하
광진구,길,시군구,주도로,자양로44다길,2010-06-03,구의동 43-10,구의동 35-36,7,194,193.755,10,소로3류,8,하
광진구,길,시군구,주도로,자양로45길,2010-06-03,구의동 55-13,중곡동 91-1,7,614,613.535,10,소로3류,8,하
광진구,길,시군구,주도로,자양로46길,2010-06-03,구의동 47-19,구의동 47-31,6,173,173.029,10,소로3류,8,하
광진구,길,시군구,주도로,자양로47길,2010-06-03,구의동 50-9,구의동 50-1,7,105,105.206,10,소로3류,8,하
광진구,길,시군구,주도로,자양로48길,2010-06-03,구의동 48-8,구의동 33-80,7,352,351.761,10,소로3류,8,하
광진구,길,시군구,주도로,자양로49길,2010-06-03,구의동 49-10,중곡동 51-1,7,146,146.394,10,소로3류,8,하
광진구,길,시군구,주도로,자양로4가길,2010-06-03,자양동 685-15,자양동 685-2,7,76,75.513,10,소로3류,8,하
광진구,길,시군구,주도로,자양로4길,2010-06-03,자양동 685-15,구의동 695-1,9,525,525.259,10,소로2류,7,하
광진구,길,시군구,주도로,자양로4나길,2010-06-03,자양동 686-13,자양동 686-2,5,266,265.59,10,소로3류,8,하
광진구,길,시군구,주도로,자양로50가길,2010-06-03,구의동 31-15,구의동 26-1,7,235,234.589,10,소로3류,8,하
광진구,길,시군구,주도로,자양로50길,2010-06-03,구의동 31-18,구의동 23-29,9,492,492.1,10,소로2류,7,하
광진구,길,시군구,주도로,자양로51길,2010-06-03,구의동 30-13,중곡동 96-1,7,366,365.61,10,소로3류,8,하
광진구,길,시군구,주도로,자양로52길,2010-06-03,구의동 26-20,구의동 24-14,7,150,150.197,10,소로3류,8,하
광진구,길,시군구,주도로,자양로53길,2010-06-03,구의동 28-28,중곡동 90-1,9,594,593.911,10,소로2류,7,하
광진구,길,시군구,주도로,자양로54길,2010-06-03,구의동 143-4,구의동 23-25,7,222,221.536,10,소로3류,8,하
광진구,길,시군구,주도로,자양로5길,2010-06-03,자양동 677-7,자양동 663-0,9,314,313.679,10,소로2류,7,하
광진구,길,시군구,주도로,자양로6길,2010-06-03,자양동 681-40,자양동 683-24,7,296,296.42,10,소로3류,8,하
광진구,길,시군구,주도로,자양로7길,2010-06-03,자양동 658-16,자양동 660-0,9,240,239.832,10,소로2류,7,하
광진구,길,시군구,주도로,자양로9길,2010-06-03,자양동 657-4,자양동 653-47,7,435,434.653,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로10길,2010-06-03,자양동 799-5,자양동 802-3,4,132,132.018,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로11길,2010-06-03,자양동 227-133,자양동 227-211,6,202,201.845,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로12길,2010-06-03,자양동 799-0,자양동 798-2,5,138,137.891,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로13길,2010-06-03,자양동 227-128,자양동 227-57,5,193,192.983,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로1길,2010-06-03,자양동 590-4,자양동 587-6,7,303,303.291,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로2길,2010-06-03,자양동 600-15,자양동 595-31,8,337,336.785,10,소로2류,7,하
광진구,길,시군구,주도로,자양번영로3가길,2010-06-03,자양동 584-0,자양동 590-5,6,212,211.953,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로3길,2010-06-03,자양동 584-3,자양동 787-0,6,401,400.799,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로3나길,2010-06-03,자양동 585-0,자양동 589-16,6,214,214.397,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로3다길,2010-06-03,자양동 586-1,자양동 586-24,6,170,170.015,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로4길,2010-06-03,자양동 601-15,자양동 605-30,6,352,352.155,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로5길,2010-06-03,자양동 583-19,자양동 462-21,6,254,253.559,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로6길,2010-06-03,자양동 608-21,자양동 606-45,9,364,363.944,10,소로2류,7,하
광진구,길,시군구,주도로,자양번영로7길,2010-06-03,자양동 227-283,자양동 227-289,5,91,90.905,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로8길,2010-06-03,자양동 611-5,자양동 612-17,6,159,158.598,10,소로3류,8,하
광진구,길,시군구,주도로,자양번영로9길,2010-06-03,자양동 227-262,자양동 227-282,4,91,91.445,10,소로3류,8,하
광진구,길,행안부,주도로,중랑천동자전거길,2021-02-26,서울특별시 광진구 중곡동 680-16제(462),서울특별시 광진구 중곡동 597-6도(610),3,31688,1468.431,20,소로3류,6,하
광진구,길,시군구,주도로,천호대로101길,2010-06-03,중곡동 612-8,중곡동 614-17,9,304,304.331,10,소로2류,7,하
광진구,길,시군구,주도로,천호대로102길,2010-06-03,군자동 463-9,군자동 194-10,10,376,375.65,10,소로1류,7,하
광진구,길,시군구,주도로,천호대로103길,2010-06-03,중곡동 636-3,중곡동 633-10,6,144,143.596,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로104가길,2010-06-03,군자동 93-30,군자동 93-40,4,87,86.767,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로104길,2010-06-03,군자동 466-17,군자동 469-10,7,258,257.64,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로104나길,2010-06-03,군자동 93-58,군자동 34-2,4,130,129.705,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로105길,2010-06-03,중곡동 636-7,중곡동 632-13,7,142,142.435,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로107길,2010-06-03,중곡동 639-7,중곡동 644-1,6,301,301.244,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로109길,2010-06-03,중곡동 157-4,중곡동 48-1,7,467,466.918,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로110길,2010-06-03,능동 220-4,능동 314-9,6,652,652.378,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로111길,2010-06-03,중곡동 341-7,중곡동 141-2,12,313,312.596,10,중로3류,7,하
광진구,길,시군구,주도로,천호대로112길,2010-06-03,능동 236-1,능동 197-5,10,398,396.041,10,소로1류,7,하
광진구,길,시군구,주도로,천호대로113길,2010-06-03,중곡동 140-2,중곡동 150-238,7,474,474.489,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로114길,2010-06-03,능동 237-5,능동 177-38,6,381,382.287,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로115길,2010-06-03,중곡동 140-26,중곡동 134-52,6,288,288.498,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로116길,2010-06-03,능동 246-1,능동 156-2,7,593,593.323,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로117길,2010-06-03,중곡동 132-24,중곡동 150-255,7,549,548.638,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로118길,2010-06-03,능동 247-1,능동 243-5,7,288,288.471,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로119길,2010-06-03,중곡동 131-5,중곡동 127-65,7,494,493.559,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로120길,2010-06-03,능동 247-6,능동 251-4,7,308,307.716,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로121길,2010-06-03,중곡동 119-12,중곡동 127-78,5,492,491.624,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로122길,2010-06-03,능동 256-12,능동 253-7,7,198,197.753,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로123길,2010-06-03,중곡동 119-33,중곡동 127-2,7,558,557.699,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로124길,2010-06-03,능동 256-5,능동 242-33,9,660,660.11,10,소로2류,7,하
광진구,길,시군구,주도로,천호대로125길,2010-06-03,중곡동 119-7,중곡동 122-1,7,393,392.608,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로127길,2010-06-03,중곡동 93-13,중곡동 98-42,6,418,417.863,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로129길,2010-06-03,중곡동 115-9,중곡동 109-5,6,452,451.669,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로130길,2010-06-03,구의동 75-1,구의동 616-2,6,440,439.708,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로131길,2010-06-03,구의동 53-6,구의동 52-9,6,134,133.579,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로132길,2010-06-03,구의동 75-19,구의동 616-25,7,395,394.847,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로134길,2010-06-03,구의동 73-6,구의동 70-20,7,372,372.175,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로135길,2010-06-03,구의동 57-79,구의동 57-45,5,149,148.579,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로136길,2010-06-03,구의동 73-9,구의동 64-18,8,378,378.036,10,소로2류,7,하
광진구,길,시군구,주도로,천호대로137길,2010-06-03,구의동 57-30,구의동 48-1,7,358,358.218,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로138길,2010-06-03,구의동 59-14,구의동 61-21,5,341,339.039,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로140길,2010-06-03,광장동 396-13,광장동 414-8,10,510,510.297,10,소로1류,7,하
광진구,길,시군구,주도로,천호대로141길,2010-06-03,광장동 394-28,광장동 394-2,7,119,119.38,10,소로3류,8,하
광진구,길,시군구,주도로,천호대로143길,2010-06-03,광장동 246-11,광장동 257-3,9,215,215.264,10,소로2류,7,하
광진구,길,시군구,주도로,천호대로145길,2010-06-03,광장동 244-28,광장동 245-12,6,97,96.901,10,소로3류,8,하
광진구,길,행안부,주도로,한강북자전거길,2021-02-26,서울특별시 광진구 자양동 158-17천(2712),서울특별시 광진구 광장동 564천(3396),2,50356,6826.086,20,소로3류,6,하
