도로명,시작점 위도,시작점 경도,중간점_위도,중간점_경도,끝점_위도,끝점_경도,연속 일조량,총 일조량,경사도_점수(1-10점)
능동로13길(16),37.5426033,127.0712688,37.5428407,127.0710434,37.5428407,127.0710434,1,2,0
능동로13길(17),37.5426033,127.0712688,37.5422793,127.0715792,37.5422042,127.0716466,2,3,0
능동로13길(18),37.5434896,127.0703948,37.5434145,127.0704622,37.5434145,127.0704622,4,4,0
능동로13길(19),37.5434896,127.0703948,37.5436742,127.0706882,37.5436742,127.0706882,1,1,0
능동로13길(20),37.5434896,127.0703948,37.5440026,127.0698746,37.5441208,127.0697548,4,4,0
능동로13길(21),37.5436742,127.0706882,37.5438222,127.070907,37.5438222,127.070907,0,0,0
능동로13길(22),37.5436742,127.0706882,37.5434896,127.0703948,37.5434896,127.0703948,2,2,0
능동로13길(23),37.5438222,127.070907,37.5436742,127.0706882,37.5436742,127.0706882,0,0,0
능동로13길(24),37.5428407,127.0710434,37.5434145,127.0704622,37.5434145,127.0704622,4,4,0
능동로13길(25),37.5428407,127.0710434,37.5426033,127.0712688,37.5426033,127.0712688,1,1,0
동일로28길(0),37.5468769,127.0667036,37.5468584,127.0668014,37.5466453,127.0674428,3,3,0
동일로28길(1),37.5466453,127.0674428,37.5464751,127.0680686,37.5464509,127.068147,4,5,0
동일로28길(2),37.5466453,127.0674428,37.5468584,127.0668014,37.5468769,127.0667036,3,3,0
동일로28길(3),37.5460364,127.0694877,37.5460641,127.0693953,37.5460641,127.0693953,1,1,0
동일로28길(4),37.5464509,127.068147,37.5462756,127.0686945,37.5462294,127.0688389,1,1,0
동일로28길(5),37.5464509,127.068147,37.5466465,127.067515,37.5466453,127.0674428,5,5,0
동일로28길(6),37.5462294,127.0688389,37.5461883,127.0689772,37.5460641,127.0693953,1,1,0
동일로28길(7),37.5462294,127.0688389,37.5462756,127.0686945,37.5464509,127.068147,1,1,0
동일로22길(0),37.5405067,127.0708659,37.540636,127.0704849,37.5407753,127.0700743,0,1,0
동일로22길(1),37.5410656,127.0692201,37.5412977,127.0685364,37.5413833,127.0682845,0,0,0
동일로22길(2),37.5410656,127.0692201,37.5408768,127.0697761,37.5407753,127.0700743,0,0,0
동일로22길(3),37.5413833,127.0682845,37.5415455,127.067807,37.5416499,127.0674994,0,0,0
동일로22길(4),37.5413833,127.0682845,37.5411642,127.0689296,37.5410656,127.0692201,0,0,0
동일로22길(5),37.5421835,127.0659281,37.5423658,127.0653911,37.542473,127.0650755,3,3,5
동일로22길(6),37.5421835,127.0659281,37.5420097,127.06644,37.5419149,127.0667192,0,0,0
동일로22길(7),37.5419149,127.0667192,37.5420908,127.066201,37.5421835,127.0659281,0,0,0
동일로22길(8),37.5419149,127.0667192,37.5417433,127.0672245,37.5416499,127.0674994,0,0,0
동일로22길(9),37.5416499,127.0674994,37.5418258,127.0669815,37.5419149,127.0667192,0,0,0
동일로22길(10),37.5416499,127.0674994,37.5414526,127.0680803,37.5413833,127.0682845,0,0,0
동일로22길(11),37.5407753,127.0700743,37.5409391,127.0695927,37.5410656,127.0692201,0,0,0
동일로22길(12),37.5407753,127.0700743,37.5405467,127.0707481,37.5405067,127.0708659,1,1,0
동일로22길(13),37.542473,127.0650755,37.542692,127.0644304,37.5427179,127.0643544,4,4,0
동일로22길(14),37.542473,127.0650755,37.5422772,127.0656521,37.5421835,127.0659281,2,2,5
동일로22길(15),37.5427179,127.0643544,37.542692,127.0644304,37.542473,127.0650755,4,4,0
아차산로31길(0),37.5410656,127.0692201,37.5418708,127.0696366,37.5425227,127.0699877,0,0,0
아차산로31길(1),37.5434145,127.0704622,37.5429789,127.0702318,37.5425227,127.0699877,2,2,0
아차산로31길(2),37.5425227,127.0699877,37.543115,127.0703037,37.5434145,127.0704622,2,2,0
아차산로31길(3),37.5425227,127.0699877,37.5418708,127.0696366,37.5410656,127.0692201,0,0,0
아차산로29길(0),37.5413833,127.0682845,37.5409482,127.0680509,37.5408823,127.0680155,0,0,0
아차산로29길(1),37.5441208,127.0697548,37.5435219,127.0694275,37.5428393,127.0690666,3,3,0
아차산로29길(2),37.5428393,127.0690666,37.5420928,127.0686656,37.5413833,127.0682845,1,1,0
군자로3길(0),37.5441208,127.0697548,37.5443109,127.0700929,37.5443109,127.0700929,1,1,0
군자로3길(1),37.5449235,127.0695211,37.5443109,127.0700929,37.5443109,127.0700929,0,0,0
군자로3길(2),37.5443109,127.0700929,37.5441208,127.0697548,37.5441208,127.0697548,3,3,0
군자로3길(3),37.5443109,127.0700929,37.5449596,127.0711754,37.5449596,127.0711754,1,1,0
군자로3길(4),37.5443109,127.0700929,37.5449235,127.0695211,37.5449235,127.0695211,0,0,0
군자로3길(5),37.5443109,127.0700929,37.5442669,127.0701056,37.5436742,127.0706882,1,1,0
군자로3길(6),37.5436742,127.0706882,37.5442669,127.0701056,37.5443109,127.0700929,1,1,0
군자로3길(7),37.5449596,127.0711754,37.5443109,127.0700929,37.5443109,127.0700929,0,0,0
답십리로82길(0),37.5704738,127.0826516,37.5699727,127.0825471,37.5699727,127.0825471,1,1,0
답십리로82길(1),37.5704738,127.0826516,37.5709331,127.0827192,37.5709331,127.0827192,3,3,0
답십리로82길(2),37.5692644,127.0824158,37.5695488,127.0824714,37.5695488,127.0824714,1,1,0
답십리로82길(3),37.5699727,127.0825471,37.5695488,127.0824714,37.5695488,127.0824714,1,1,0
답십리로82길(4),37.5699727,127.0825471,37.5704738,127.0826516,37.5704738,127.0826516,1,1,0
답십리로82길(5),37.5709331,127.0827192,37.5704738,127.0826516,37.5704738,127.0826516,2,2,0
답십리로82길(6),37.5695488,127.0824714,37.5692644,127.0824158,37.5692644,127.0824158,2,2,0
답십리로82길(7),37.5695488,127.0824714,37.5699727,127.0825471,37.5699727,127.0825471,1,1,0
면목로17길(0),37.5704738,127.0826516,37.5704415,127.0829571,37.5704415,127.0829571,1,1,0
면목로17길(1),37.5704738,127.0826516,37.5705564,127.0818931,37.5706194,127.0813155,1,1,0
면목로17길(2),37.5706785,127.08072,37.5706194,127.0813155,37.5706194,127.0813155,1,1,5
면목로17길(3),37.5706194,127.0813155,37.5706785,127.08072,37.5706785,127.08072,1,1,5
면목로17길(4),37.5706194,127.0813155,37.5705564,127.0818931,37.5704738,127.0826516,1,1,0
면목로17길(5),37.5704094,127.0832597,37.5704415,127.0829571,37.5704415,127.0829571,1,1,0
면목로17길(6),37.5704415,127.0829571,37.5704094,127.0832597,37.5704094,127.0832597,2,2,0
면목로17길(7),37.5704415,127.0829571,37.5704738,127.0826516,37.5704738,127.0826516,1,1,0
면목로17길(8),37.5704415,127.0829571,37.5695076,127.0828079,37.5695076,127.0828079,0,0,0
면목로17길(9),37.5695076,127.0828079,37.5704415,127.0829571,37.5704415,127.0829571,1,1,0
면목로13길(0),37.5692644,127.0824158,37.5696137,127.082011,37.570046,127.08182,1,2,0
면목로13길(1),37.5692644,127.0824158,37.5687166,127.0826447,37.5686472,127.082766,1,1,0
면목로13길(2),37.5686472,127.082766,37.5690201,127.0824765,37.5692644,127.0824158,2,2,0
면목로13길(3),37.570046,127.08182,37.5695527,127.0822636,37.5692644,127.0824158,3,3,0
능동로59길(0),37.5686472,127.082766,37.5685138,127.0832918,37.5686621,127.083607,1,1,5
능동로59길(1),37.5686737,127.0836316,37.5687476,127.0837611,37.5687476,127.0837611,0,0,0
능동로59길(2),37.5686737,127.0836316,37.5686621,127.083607,37.5686621,127.083607,1,1,0
능동로59길(3),37.5686737,127.0836316,37.5680782,127.0836323,37.5681263,127.0839919,1,1,0
능동로59길(4),37.5686621,127.083607,37.5686737,127.0836316,37.5686737,127.0836316,1,1,0
능동로59길(5),37.5686621,127.083607,37.5685082,127.0830476,37.5686472,127.082766,2,1,5
능동로59길(6),37.5687708,127.0839628,37.5687821,127.0843421,37.5687821,127.0843421,1,1,0
능동로59길(7),37.5687708,127.0839628,37.5687476,127.0837611,37.5687476,127.0837611,0,0,0
능동로59길(8),37.5687939,127.0858809,37.5688009,127.0847014,37.5687821,127.0843421,2,2,4
능동로59길(9),37.5681263,127.0839919,37.5680782,127.0836323,37.5686737,127.0836316,1,1,0
능동로59길(10),37.5687821,127.0843421,37.5687708,127.0839628,37.5687708,127.0839628,1,1,0
능동로59길(11),37.5687821,127.0843421,37.5688009,127.0847014,37.5687939,127.0858809,2,2,4
능동로59길(12),37.5687476,127.0837611,37.5686737,127.0836316,37.5686737,127.0836316,1,1,0
능동로59길(13),37.5687476,127.0837611,37.5687708,127.0839628,37.5687708,127.0839628,1,1,0
동일로78길(0),37.5696033,127.0794863,37.5695647,127.0795907,37.5693387,127.0802473,2,3,0
동일로78길(1),37.5691848,127.0806902,37.5693387,127.0802473,37.5693387,127.0802473,1,1,6
동일로78길(2),37.5691848,127.0806902,37.5689126,127.0814733,37.5684936,127.0826785,3,3,0
동일로78길(3),37.5684936,127.0826785,37.5689126,127.0814733,37.5691848,127.0806902,3,4,0
동일로78길(4),37.5693387,127.0802473,37.5691848,127.0806902,37.5691848,127.0806902,1,1,6
동일로78길(5),37.5693387,127.0802473,37.5695647,127.0795907,37.5696033,127.0794863,2,3,0
동일로78길(6),37.5686708,127.0802334,37.5683942,127.0809274,37.5685259,127.081806,5,6,4
동일로78길(7),37.5685259,127.081806,37.5683942,127.0809274,37.5686708,127.0802334,5,6,4
답십리로78길(0),37.5691848,127.0806902,37.5701754,127.08125,37.5701754,127.08125,1,1,0
답십리로78길(1),37.5701754,127.08125,37.5691848,127.0806902,37.5691848,127.0806902,1,1,0
답십리로78길(2),37.5701754,127.08125,37.5706194,127.0813155,37.5706194,127.0813155,1,1,0
답십리로78길(3),37.5706194,127.0813155,37.5701754,127.08125,37.5701754,127.08125,1,1,0
답십리로78길(4),37.5706194,127.0813155,37.5710854,127.0813964,37.5710854,127.0813964,1,1,0
답십리로78길(5),37.5710854,127.0813964,37.5706194,127.0813155,37.5706194,127.0813155,1,1,0
답십리로78길(6),37.5710854,127.0813964,37.5709877,127.0822564,37.5709331,127.0827192,2,2,0
답십리로78길(7),37.5709331,127.0827192,37.5709877,127.0822564,37.5710854,127.0813964,2,2,0
동일로76나길(0),37.5691848,127.0806902,37.5686708,127.0802334,37.5686708,127.0802334,2,2,5
동일로76나길(1),37.5685815,127.079815,37.5684604,127.0800295,37.5686708,127.0802334,2,2,0
동일로76나길(2),37.5686708,127.0802334,37.5691848,127.0806902,37.5691848,127.0806902,1,1,5
동일로76나길(3),37.5686708,127.0802334,37.5684604,127.0800295,37.5685815,127.079815,2,2,0
동일로80길(0),37.5705411,127.0797959,37.570501,127.0799377,37.5703937,127.0803322,3,3,0
동일로80길(1),37.5701754,127.08125,37.5700817,127.0816628,37.570046,127.08182,1,1,0
동일로80길(2),37.5701754,127.08125,37.5702023,127.0808987,37.5703195,127.0805814,0,0,5
동일로80길(3),37.570046,127.08182,37.5700111,127.0821663,37.5699727,127.0825471,1,1,0
동일로80길(4),37.570046,127.08182,37.5700817,127.0816628,37.5701754,127.08125,1,1,0
동일로80길(5),37.5699727,127.0825471,37.570037,127.0819088,37.570046,127.08182,1,1,0
동일로80길(6),37.5703195,127.0805814,37.5702023,127.0808987,37.5701754,127.08125,0,0,5
동일로80길(7),37.5703195,127.0805814,37.5703854,127.0803626,37.5703937,127.0803322,3,3,0
동일로80길(8),37.5703937,127.0803322,37.5703854,127.0803626,37.5703195,127.0805814,3,3,0
동일로80길(9),37.5703937,127.0803322,37.570501,127.0799377,37.5705411,127.0797959,3,3,0
답십리로76길(0),37.5703195,127.0805814,37.5706785,127.08072,37.5706785,127.08072,1,1,0
답십리로76길(1),37.5706785,127.08072,37.5703195,127.0805814,37.5703195,127.0805814,0,0,0
답십리로76길(2),37.5706785,127.08072,37.570919,127.0808005,37.570919,127.0808005,2,2,0
답십리로76길(3),37.570919,127.0808005,37.5706785,127.08072,37.5706785,127.08072,2,2,0
동일로76가길(0),37.5693387,127.0802473,37.5685815,127.079815,37.5685815,127.079815,1,2,0
동일로76가길(1),37.5693387,127.0802473,37.5703937,127.0803322,37.5703937,127.0803322,2,2,0
동일로76가길(2),37.5676738,127.079308,37.5685815,127.079815,37.5685815,127.079815,1,2,0
동일로76가길(3),37.5685815,127.079815,37.5676738,127.079308,37.5676738,127.079308,1,1,0
동일로76가길(4),37.5685815,127.079815,37.5693387,127.0802473,37.5693387,127.0802473,2,2,0
동일로76가길(5),37.5703937,127.0803322,37.5693387,127.0802473,37.5693387,127.0802473,2,2,0
"['답십리로74길', '답십리로76길'](0)",37.5716462,127.0806145,37.5709318,127.0806823,37.570919,127.0808005,1,1,0
"['답십리로74길', '답십리로76길'](1)",37.570919,127.0808005,37.5709548,127.0804693,37.5716462,127.0806145,4,4,0
답십리로86길(0),37.5690383,127.0842509,37.5693578,127.0843006,37.5693578,127.0843006,1,1,0
답십리로86길(1),37.5702885,127.0844774,37.5693578,127.0843006,37.5693578,127.0843006,2,2,0
답십리로86길(2),37.5693578,127.0843006,37.5690383,127.0842509,37.5690383,127.0842509,0,0,0
답십리로86길(3),37.5693578,127.0843006,37.5702885,127.0844774,37.5702885,127.0844774,3,3,0
답십리로88길(0),37.5691449,127.0848278,37.5702163,127.0850407,37.5702163,127.0850407,2,4,4
답십리로88길(1),37.5702163,127.0850407,37.5691449,127.0848278,37.5691449,127.0848278,1,2,4
"['용마산로31길', '용마산로33길'](0)",37.5692618,127.0856235,37.5695457,127.085586,37.5701344,127.0857168,1,1,6
"['용마산로31길', '용마산로33길'](1)",37.5692155,127.0852966,37.5697316,127.085365,37.5701655,127.08546,1,1,4
면목로16길(0),37.5694727,127.0830932,37.5694576,127.0832201,37.5693978,127.0837237,1,1,5
면목로16길(1),37.5693978,127.0837237,37.5693578,127.0843006,37.5693578,127.0843006,1,1,0
면목로16길(2),37.5693978,127.0837237,37.5694576,127.0832201,37.5694727,127.0830932,1,1,5
면목로16길(3),37.5693578,127.0843006,37.5693978,127.0837237,37.5693978,127.0837237,1,1,0
답십리로84길(0),37.5703523,127.0838927,37.5693978,127.0837237,37.5693978,127.0837237,1,1,0
답십리로84길(1),37.5686621,127.083607,37.5693978,127.0837237,37.5693978,127.0837237,1,1,0
답십리로84길(2),37.5693978,127.0837237,37.5686621,127.083607,37.5686621,127.083607,1,1,0
답십리로84길(3),37.5693978,127.0837237,37.5703523,127.0838927,37.5703523,127.0838927,1,1,0
긴고랑로1길(0),37.5676738,127.079308,37.5674495,127.0791803,37.5674495,127.0791803,1,1,0
긴고랑로1길(1),37.5659662,127.0783357,37.5657825,127.0782311,37.5646442,127.0775829,1,1,0
긴고랑로1길(2),37.5646442,127.0775829,37.5640193,127.0772271,37.5640193,127.0772271,1,1,0
긴고랑로1길(3),37.5674495,127.0791803,37.5671028,127.0789829,37.5671028,127.0789829,1,1,0
긴고랑로1길(4),37.5669824,127.0789143,37.5659662,127.0783357,37.5659662,127.0783357,1,1,0
긴고랑로1길(5),37.5671028,127.0789829,37.5669897,127.0789185,37.5669824,127.0789143,1,1,0
동일로76길(0),37.5676738,127.079308,37.5677772,127.080095,37.5678385,127.0805619,0,0,4
동일로76길(1),37.5676738,127.079308,37.5678725,127.0786941,37.5679131,127.0785682,2,2,0
동일로76길(2),37.5679131,127.0785682,37.5678725,127.0786941,37.5676738,127.079308,2,2,0
동일로76길(3),37.5678385,127.0805619,37.5678867,127.0809448,37.5678867,127.0809448,0,0,0
동일로76길(4),37.5678385,127.0805619,37.5677772,127.080095,37.5676738,127.079308,0,0,4
동일로76길(5),37.5678385,127.0805619,37.568205,127.0815476,37.567981,127.0815846,0,0,0
동일로76길(6),37.5679829,127.0816126,37.567981,127.0815846,37.567981,127.0815846,1,1,0
동일로76길(7),37.5679829,127.0816126,37.5680643,127.0822011,37.5680575,127.0824396,1,1,0
동일로76길(8),37.5680575,127.0824396,37.5680643,127.0822011,37.5679829,127.0816126,1,1,0
동일로76길(9),37.567981,127.0815846,37.5679829,127.0816126,37.5679829,127.0816126,1,1,0
동일로76길(10),37.567981,127.0815846,37.5679366,127.0812857,37.5679366,127.0812857,1,0,0
동일로76길(11),37.567981,127.0815846,37.56806,127.0805231,37.5678385,127.0805619,0,0,0
동일로76길(12),37.5678867,127.0809448,37.5679366,127.0812857,37.5679366,127.0812857,0,0,0
동일로76길(13),37.5678867,127.0809448,37.5678385,127.0805619,37.5678385,127.0805619,0,0,0
동일로76길(14),37.5678867,127.0809448,37.5672703,127.0806228,37.5672423,127.0806999,0,0,0
동일로76길(15),37.5679366,127.0812857,37.567981,127.0815846,37.567981,127.0815846,1,1,0
동일로76길(16),37.5679366,127.0812857,37.5678867,127.0809448,37.5678867,127.0809448,0,0,0
동일로76길(17),37.5679366,127.0812857,37.5671833,127.0808627,37.5672423,127.0806999,0,0,0
동일로76길(18),37.5672423,127.0806999,37.5671833,127.0808627,37.5679366,127.0812857,0,0,0
동일로76길(19),37.5672423,127.0806999,37.5672703,127.0806228,37.5678867,127.0809448,0,0,0
동일로72길(0),37.5659662,127.0783357,37.5661729,127.0777232,37.5661986,127.0776495,3,3,0
동일로72길(1),37.5653286,127.0801445,37.5655463,127.0795285,37.5655463,127.0795285,1,1,5
동일로72길(2),37.5657535,127.0789313,37.5657899,127.0788203,37.5657899,127.0788203,1,1,0
동일로72길(3),37.5657535,127.0789313,37.5659227,127.0790225,37.5659826,127.0791167,1,1,0
동일로72길(4),37.5659826,127.0791167,37.5659227,127.0790225,37.5657535,127.0789313,1,1,0
동일로72길(5),37.5657899,127.0788203,37.5659662,127.0783357,37.5659662,127.0783357,1,1,0
동일로72길(6),37.5655463,127.0795285,37.5657535,127.0789313,37.5657535,127.0789313,0,0,0
동일로72길(7),37.5650979,127.0808207,37.5653286,127.0801445,37.5653286,127.0801445,2,2,0
동일로70길(0),37.5646442,127.0775829,37.5644692,127.0781035,37.5644692,127.0781035,0,0,0
동일로70길(1),37.5644692,127.0781035,37.5642678,127.0786803,37.5642678,127.0786803,0,0,0
동일로70길(2),37.5642294,127.0788004,37.5640119,127.0794286,37.5640119,127.0794286,0,0,5
동일로70길(3),37.5642678,127.0786803,37.5642294,127.0788004,37.5642294,127.0788004,0,0,0
동일로70길(4),37.5640119,127.0794286,37.5637864,127.0800965,37.5637864,127.0800965,2,2,0
동일로70길(5),37.5648935,127.0769135,37.5648663,127.0769832,37.5646442,127.0775829,2,3,0
긴고랑로2길(0),37.5640193,127.0772271,37.5639435,127.0771676,37.5634625,127.076917,1,1,5
긴고랑로2길(1),37.562759,127.0765353,37.5616224,127.075887,37.5616224,127.075887,1,1,4
긴고랑로2길(2),37.5630542,127.076684,37.562759,127.0765353,37.562759,127.0765353,1,1,0
긴고랑로2길(3),37.5634625,127.076917,37.5630542,127.076684,37.5630542,127.076684,1,1,0
긴고랑로2길(4),37.5634625,127.076917,37.5632688,127.0774794,37.5632688,127.0774794,1,1,0
긴고랑로2길(5),37.5632688,127.0774794,37.5634625,127.076917,37.5634625,127.076917,1,1,0
긴고랑로7길(0),37.5679829,127.0816126,37.5668204,127.0809769,37.5668204,127.0809769,1,1,0
긴고랑로7길(1),37.5668204,127.0809769,37.5663573,127.0807179,37.5663573,127.0807179,1,1,0
긴고랑로7길(2),37.5668204,127.0809769,37.5679829,127.0816126,37.5679829,127.0816126,1,1,0
긴고랑로7길(3),37.5653286,127.0801445,37.5663573,127.0807179,37.5663573,127.0807179,1,1,0
긴고랑로7길(4),37.5653286,127.0801445,37.5640119,127.0794286,37.5640119,127.0794286,1,1,0
긴고랑로7길(5),37.5663573,127.0807179,37.5653286,127.0801445,37.5653286,127.0801445,1,1,0
긴고랑로7길(6),37.5663573,127.0807179,37.5668204,127.0809769,37.5668204,127.0809769,1,1,0
긴고랑로7길(7),37.5640119,127.0794286,37.5634038,127.0790976,37.5634038,127.0790976,1,2,0
긴고랑로7길(8),37.5640119,127.0794286,37.5653286,127.0801445,37.5653286,127.0801445,1,1,0
긴고랑로7길(9),37.5634038,127.0790976,37.5640119,127.0794286,37.5640119,127.0794286,1,1,0
능동로55길(0),37.5680575,127.0824396,37.5679657,127.0833098,37.5678102,127.0838282,3,3,4
능동로55길(1),37.5681815,127.085545,37.5679631,127.0845352,37.5679631,127.0845352,3,5,5
능동로55길(2),37.5678102,127.0838282,37.5679657,127.0833098,37.5680575,127.0824396,3,3,4
능동로55길(3),37.5678102,127.0838282,37.5678326,127.0839316,37.5679631,127.0845352,4,5,0
능동로55길(4),37.5679631,127.0845352,37.5681815,127.085545,37.5681815,127.085545,3,4,5
능동로55길(5),37.5679631,127.0845352,37.5678326,127.0839316,37.5678102,127.0838282,4,5,0
능동로57길(0),37.5687708,127.0839628,37.5681263,127.0839919,37.5681263,127.0839919,1,1,0
능동로57길(1),37.5681263,127.0839919,37.5680486,127.0840059,37.5680486,127.0840059,0,0,0
능동로57길(2),37.5681263,127.0839919,37.5687708,127.0839628,37.5687708,127.0839628,1,1,0
능동로57길(3),37.5680486,127.0840059,37.5681263,127.0839919,37.5681263,127.0839919,1,1,0
능동로57길(4),37.5687821,127.0843421,37.5681335,127.0843375,37.5681335,127.0843375,0,0,0
능동로57길(5),37.5681335,127.0843375,37.5687821,127.0843421,37.5687821,127.0843421,0,0,0
용마산로29길(0),37.5680056,127.0861588,37.5680771,127.0859592,37.5680771,127.0859592,1,2,7
용마산로29길(1),37.5661319,127.0848988,37.5680771,127.0859592,37.5680771,127.0859592,1,2,4
용마산로29길(2),37.5680771,127.0859592,37.5661319,127.0848988,37.5661319,127.0848988,2,3,4
면목로11길(0),37.5674495,127.0791803,37.5669667,127.0805575,37.5669667,127.0805575,0,0,4
면목로11길(1),37.5668204,127.0809769,37.5665575,127.0816221,37.5665575,127.0816221,3,2,0
면목로11길(2),37.5668204,127.0809769,37.5669667,127.0805575,37.5669667,127.0805575,0,0,0
면목로11길(3),37.5672423,127.0806999,37.5669667,127.0805575,37.5669667,127.0805575,0,0,0
면목로11길(4),37.5669667,127.0805575,37.5668204,127.0809769,37.5668204,127.0809769,0,0,0
면목로11길(5),37.5669667,127.0805575,37.5674495,127.0791803,37.5674495,127.0791803,1,1,4
면목로11길(6),37.5669667,127.0805575,37.5672423,127.0806999,37.5672423,127.0806999,0,0,0
면목로11길(7),37.5665575,127.0816221,37.5668204,127.0809769,37.5668204,127.0809769,2,2,0
긴고랑로13길(0),37.5659379,127.0835072,37.566498,127.0838347,37.566498,127.0838347,2,4,0
긴고랑로13길(1),37.5659379,127.0835072,37.5652695,127.0831499,37.5644454,127.0826889,2,2,4
긴고랑로13길(2),37.5644454,127.0826889,37.5658794,127.0834826,37.5659379,127.0835072,2,2,4
긴고랑로13길(3),37.5644454,127.0826889,37.5631813,127.0819859,37.5631261,127.0819671,1,1,0
긴고랑로13길(4),37.566498,127.0838347,37.5659379,127.0835072,37.5659379,127.0835072,2,2,0
능동로51길(0),37.5659379,127.0835072,37.5657003,127.0841887,37.5657003,127.0841887,2,2,0
능동로51길(1),37.5659379,127.0835072,37.5661935,127.0827744,37.5661935,127.0827744,5,6,5
능동로51길(2),37.5657003,127.0841887,37.5659379,127.0835072,37.5659379,127.0835072,2,2,0
능동로51길(3),37.5663479,127.0823317,37.5661935,127.0827744,37.5661935,127.0827744,5,6,0
능동로51길(4),37.5663479,127.0823317,37.5665575,127.0816221,37.5665575,127.0816221,3,4,0
능동로51길(5),37.5661935,127.0827744,37.5659379,127.0835072,37.5659379,127.0835072,4,4,5
능동로51길(6),37.5661935,127.0827744,37.5663479,127.0823317,37.5663479,127.0823317,4,5,0
능동로51길(7),37.5665575,127.0816221,37.5663479,127.0823317,37.5663479,127.0823317,3,4,0
능동로53길(0),37.5671595,127.0819519,37.5667195,127.0832043,37.5667195,127.0832043,0,0,4
능동로53길(1),37.5667195,127.0832043,37.566498,127.0838347,37.566498,127.0838347,1,3,0
능동로53길(2),37.5667195,127.0832043,37.5671595,127.0819519,37.5671595,127.0819519,1,1,4
능동로53길(3),37.5662664,127.0844939,37.566498,127.0838347,37.566498,127.0838347,2,4,0
능동로53길(4),37.566498,127.0838347,37.5662664,127.0844939,37.5662664,127.0844939,2,4,0
능동로53길(5),37.566498,127.0838347,37.5667195,127.0832043,37.5667195,127.0832043,0,0,0
면목로12길(0),37.5667195,127.0832043,37.5671432,127.0834469,37.5671432,127.0834469,1,3,0
면목로12길(1),37.5675947,127.0821861,37.5671432,127.0834469,37.5671432,127.0834469,2,4,4
면목로12길(2),37.5671432,127.0834469,37.5667195,127.0832043,37.5667195,127.0832043,0,1,0
면목로12길(3),37.5671432,127.0834469,37.5678102,127.0838282,37.5678102,127.0838282,5,5,0
면목로12길(4),37.5671432,127.0834469,37.5675947,127.0821861,37.5675947,127.0821861,2,3,4
면목로12길(5),37.5678102,127.0838282,37.5671432,127.0834469,37.5671432,127.0834469,3,5,0
용마산로23길(0),37.5662664,127.0844939,37.5661319,127.0848988,37.5661319,127.0848988,2,5,0
용마산로23길(1),37.5655693,127.0865917,37.5659063,127.0855776,37.5659063,127.0855776,2,3,5
용마산로23길(2),37.5661319,127.0848988,37.5660403,127.0851744,37.5660403,127.0851744,2,4,0
용마산로23길(3),37.5661319,127.0848988,37.5662664,127.0844939,37.5662664,127.0844939,2,5,0
용마산로23길(4),37.5660403,127.0851744,37.5659063,127.0855776,37.5659063,127.0855776,2,2,6
용마산로23길(5),37.5660403,127.0851744,37.5661319,127.0848988,37.5661319,127.0848988,2,4,0
용마산로23길(6),37.5659063,127.0855776,37.5655693,127.0865917,37.5655693,127.0865917,4,4,5
용마산로23길(7),37.5659063,127.0855776,37.5660403,127.0851744,37.5660403,127.0851744,2,3,6
능동로49길(0),37.5644454,127.0826889,37.5646595,127.082065,37.5646595,127.082065,1,1,0
능동로49길(1),37.5642052,127.0833645,37.5644454,127.0826889,37.5644454,127.0826889,2,2,0
능동로49길(2),37.564859,127.0814982,37.5650979,127.0808207,37.5650979,127.0808207,2,2,0
"['동일로74길', '동일로72길'](0)",37.5666701,127.0798317,37.5661495,127.0794353,37.5659826,127.0791167,0,0,0
"['동일로74길', '동일로72길'](1)",37.5659826,127.0791167,37.5662049,127.0795364,37.5666701,127.0798317,1,1,0
긴고랑로9길(0),37.5663479,127.0823317,37.5655123,127.0818726,37.5655123,127.0818726,1,2,0
긴고랑로9길(1),37.564859,127.0814982,37.5655123,127.0818726,37.5655123,127.0818726,1,1,0
긴고랑로9길(2),37.564859,127.0814982,37.563551,127.08078,37.563551,127.08078,1,1,0
긴고랑로9길(3),37.5655123,127.0818726,37.564859,127.0814982,37.564859,127.0814982,1,2,0
긴고랑로9길(4),37.5655123,127.0818726,37.5663479,127.0823317,37.5663479,127.0823317,2,3,0
긴고랑로9길(5),37.563551,127.08078,37.564859,127.0814982,37.564859,127.0814982,1,2,0
"['능동로51길', '긴고랑로9길'](0)",37.5655123,127.0818726,37.5654662,127.0824672,37.5661935,127.0827744,2,3,0
"['능동로51길', '긴고랑로9길'](1)",37.5661935,127.0827744,37.5654662,127.0824672,37.5655123,127.0818726,2,3,0
용마산로27길(0),37.5660403,127.0851744,37.5678699,127.0861846,37.5678699,127.0861846,2,4,4
용마산로27길(1),37.5678699,127.0861846,37.5660403,127.0851744,37.5660403,127.0851744,2,4,4
용마산로25길(0),37.5659063,127.0855776,37.5672377,127.0863052,37.5672377,127.0863052,3,3,4
용마산로25길(1),37.5672377,127.0863052,37.5659063,127.0855776,37.5659063,127.0855776,2,3,4
용마산로26길(0),37.5672377,127.0863052,37.5672688,127.0867881,37.5673465,127.0868115,1,1,6
용마산로26길(1),37.5671948,127.0873252,37.5672984,127.0870356,37.5673465,127.0868115,1,2,6
용마산로26길(2),37.5673465,127.0868115,37.5672688,127.0867881,37.5672377,127.0863052,1,1,6
용마산로26길(3),37.5673465,127.0868115,37.5672503,127.0870356,37.5671948,127.0873252,1,2,6
