,회사명,채용공고사항,링크,지역,경력,학력,월급
212,(주)에스피파트너스,2025년 에스피파트너스 상반기 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49927689&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대구 동구,경력2년↑,대졸↑,정규직
213,(주)나노텍,‘소부장 으뜸기업' ㈜나노텍 각 부문 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49833820&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 용인시,신입·경력,학력무관,정규직
214,제이비우리캐피탈(주),2025년 상반기 JB우리캐피탈 경력직원 수시채용 (IT 솔루션팀/Digital기획팀),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49934324&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,경력,대졸↑,정규직
215,이에이트(주),[코스닥 상장사] 이에이트 신입 및 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48494926&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 송파구,신입·경력,학력무관,정규직·전문연구요원
216,(주)엘리스그룹,인프라 스토리지 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49851114&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,대졸↑,정규직
217,(주)엘리스그룹,인프라 네트워크 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49851110&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,대졸↑,정규직
218,(주)엘리스그룹,AIDT 콘텐츠 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49945057&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력,대졸↑,정규직
219,(주)엘리스그룹,정보보호 엔지니어 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49986866&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력,대졸↑,정규직
220,(주)엘리스그룹,정보보호 담당자 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49986915&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력2년↑,대졸↑,정규직
221,(주)한맥아이피에스,"연구개발부 채용(프론트엔드/백엔드 개발자, 응용 프로그래머)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50033799&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대구 수성구,경력,학력무관,정규직
222,대신네트웍스(주),2025년 빅데이터 분석 경력자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49692752&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,세종특별자치시,경력2년↑,초대졸↑,정규직·기간제
223,(주)바심,(주)바심 머신비젼&통합솔루션 기술영업 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49813907&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 수원시 권선구,경력2년↑,초대졸↑,정규직
224,(주)바심,(주)바심 머신비젼 엔지니어 모집 공고 (경력사원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49813872&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 수원시 권선구,경력2년↑,초대졸↑,정규직
225,에브리봇(주),[에브리봇(주)] AI융합연구소 SW 개발자 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49844592&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력3년↑,대졸↑,정규직
226,(주)로이드케이,빅데이터 솔루션 SaaS 백엔드 개발자 채용(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49927663&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 수정구,경력 3~10년,대졸↑,정규직
227,(주)사람인에이치에스,[연봉업계상위] 백엔드 엔지니어 (메세징 솔루션) 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49963665&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~15년,대졸↑,정규직
228,(주)사람인에이치에스,[상장사/외국계] 세일즈포스 개발/기획 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49980606&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력2년↑,초대졸↑,정규직
229,(주)사람인에이치에스,[정규직/연봉상향/코스닥상장] SW개발 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49984804&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 금천구,경력5년↑,학력무관,정규직
230,(주)사람인에이치에스,[정규직/연봉상향/상장사/제조업] SW개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49984673&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 금천구,경력2년↑,대졸↑,정규직
231,(주)사람인에이치에스,[상장사/외국계] 비즈니스 컨설턴트 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49992037&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력13년↑,초대졸↑,정규직
232,(주)사람인에이치에스,[상장사/외국계] 소셜리스닝 전문가 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49991913&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력5년↑,초대졸↑,정규직
233,(주)윕스,(주)윕스 온라인/인프라 서비스 개발자 모집(신규/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49996785&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,신입·경력,초대졸↑,정규직
234,(주)로이드케이,소프트웨어 개발자(AI/IT) 2025년도 현역산업기능요원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50001931&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 수정구,경력무관,고졸↑,정규직
235,(주)하이콘소프트,[석/박사] Ai연구소 연구개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50016937&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력무관,석사↑,정규직
236,(주)씨이랩,"AI VIsion, Multi modal 개발자 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50029483&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,대졸↑,정규직
237,(주)슈프리마,[슈프리마] AI 알고리즘 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50039862&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력 1~10년,초대졸↑,정규직
238,(주)슈프리마,AI 알고리즘 개발자_경력4~6,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50045919&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 4~6년,대졸↑,정규직
239,(주)슈프리마,AI 알고리즘 개발자_경력7~10,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50045921&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 7~10년,대졸↑,정규직
240,(주)슈프리마,AI 알고리즘 개발자_경력1~3,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50045918&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 1~3년,대졸↑,정규직
241,(주)스카이웨어,SI 웹개발 직무-채용(경력 5년이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062917&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력5년↑,대졸↑,정규직
242,(주)누리콘,솔루션 영업 채용공고 [신입 및 경력],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49653269&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,신입·경력,초대졸↑,정규직
243,(주)트라이비스,광학 검토 및 비전 엔지니어 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49675590&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 안양시 만안구,경력 1~10년,학력무관,정규직
244,(주)에이직시스템,"네트워크 신입 엔지니어 / L4~L7, 네트웍, 보안",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49831226&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,초대졸↑,정규직
245,코닝나노프로텍(주),코닝나노프로텍 머신비전/딥러닝 기반 검사 장비 SW 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49845083&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,신입·경력,대졸↑,정규직
246,코닝나노프로텍(주),코닝나노프로텍 광학설계 및 Vision 검사기 신입/경력자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49845034&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,신입·경력,대졸↑,정규직
247,(주)인지이솔루션,[대전]리튬팩 전문기업 사원 모집 (신뢰성파트),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49869761&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,경력무관,초대졸↑,정규직
248,(주)아이브릭스,[아이브릭스] LLM Application Engineer 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50049301&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력1년↑,대졸↑,정규직
249,(주)하다,테스트 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49836325&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,전북 익산시,경력2년↑,대졸↑,정규직
250,(주)라온솔루션,소프트웨어개발자 경력자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49941621&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 2~20년,대졸↑,정규직
251,가온플랫폼(주),유지보수 엔지니어링 직원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49963444&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,경력1년↑,초대졸↑,정규직
252,쎄딕(주),CFD/CAE 수치해석 분야  엔지니어 모집 www.cedic.biz,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50016875&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 금천구,경력무관,대졸↑,정규직
253,(주)스푼랩스,Data Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50017504&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~15년,학력무관,정규직
254,컴레이저(주),H/W 개발자 (경력1~3년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50066119&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 1~3년,초대졸↑,정규직
255,컴레이저(주),어플리케이션 S/W 개발자 (경력2~5년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50065949&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 2~5년,학력무관,정규직
256,컴레이저(주),H/W 개발자 (신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50066124&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,초대졸↑,정규직
257,컴레이저(주),어플리케이션 S/W 개발자 (경력6~10년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50065948&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 6~10년,학력무관,정규직
258,(주)클루커스,[클루커스] Google Cloud Platform Solutions Engineer 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49722918&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,학력무관,정규직
259,(주)포인정보,기술영업지원 정규직 채용 (신입무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49826143&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 의왕시,경력무관,학력무관,정규직
260,(주)윈텍오토메이션,장비운영 S/W 설계 신입/경력(전문연구요원가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49858607&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 수원시 영통구,경력무관,대졸↑,정규직
261,테크밸리(주),C# 소프트웨어 개발 경력자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50006036&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 중원구,신입·경력,학력무관,정규직
262,베스핀글로벌(주),프롬프트 및 텍스트 임베딩 모델 엔지니어 담당자 영입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50005153&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력3년↑,대졸↑,정규직
263,(주)인사이터,(경력) LLM 엔지니어를 모십니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50039368&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력3년↑,대졸↑,정규직
264,디딤365(주),"생성형AI 운영관리툴, 프론트 웹개발자 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49757987&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 구로구,경력3년↑,대졸↑,정규직
265,디딤365(주),"생성형AI 운영관리툴, 백앤드 웹개발자 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49758190&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 구로구,경력3년↑,대졸↑,정규직
266,(주)스마트프로,언리얼 엔진 개발자 / AI분야 경력자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49821097&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,경력5년↑,석사↑,정규직
267,아이클라우드(주),네트워크 엔지니어 (L4-L7) 모십니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49832382&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,경력1년↑,학력무관,정규직
268,켐아이넷(주),식품영양 R&D 연구원 / 식품영양 분야 데이터 연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49864929&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 양천구,경력무관,대졸↑,정규직
269,(주)라이앤캐처스,[추천엔지니어 ML]추천엔지니어 (경력8~10년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49928674&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,경력 8~10년,대졸↑,정규직
270,(주)라이앤캐처스,[추천엔지니어 ML]추천엔지니어 (경력5~7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49929351&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,경력 5~7년,대졸↑,정규직
271,㈜리버트론,[정규직] 소프트웨어 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49954123&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,경력무관,대졸↑,정규직
272,키엔컴(주),금호타이어 평택 PC유지보수 사원 모집(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50016426&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 평택시,경력무관,학력무관,정규직
273,렉스소프트(주),디지털 헬스케어 데이터분석 [병역특례],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49836035&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 관악구,신입·경력,대졸↑,정규직
274,주식회사 핌아시아,Data Analyst (과장 이상) 채용 [떠리몰],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49870264&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 10~12년,학력무관,정규직
275,주식회사 핌아시아,Data Analyst 책임급 채용 [떠리몰],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49870270&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 13~15년,학력무관,정규직
276,알피니언메디칼시스템,[일진그룹] 초음파 의료기기 SW개발 (엔지니어 / 임상 등) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49932616&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력15년↓,대졸↑,정규직·기간제
277,에스넷아이씨티(주),[대전] 네트워크 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50018755&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 서구,경력 5~15년,초대졸↑,정규직
278,(주)펀진,시계열 데이터 AI 모델 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50021983&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 2~5년,학력무관,정규직
279,(주)인이지,[INEEJI] (주)인이지 백엔드개발자(Back-end Developer) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50022985&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력3년↑,대졸↑,정규직·계약직
280,렉스소프트(주),디지털 헬스케어 데이터 분석 전문가,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50032438&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 관악구,신입·경력,대졸↑,정규직
281,(주)펀진,MLOps 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50039060&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 3~5년,대졸↑,정규직
282,(주)윌로그,데이터 분석 담당자 (3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50045369&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~6년,대졸↑,정규직
