,회사명,채용공고사항,링크,지역,경력,학력,월급
962,(주)위드네트웍스,보안 솔루션 프론트/백엔드 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50019182&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력 2~5년,대졸↑,정규직
963,"(주)브레이브모바일(숨고, Soomgo)",Sr. Back-end Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50021252&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 7~20년,고졸↑,정규직
964,(주)엠디에스인텔리전스,S/W 솔루션 엔지니어 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50035490&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,대졸↑,정규직
965,주식회사 패스트뷰,주니어 풀스택 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50053973&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~5년,대졸↑,정규직
966,주식회사 패스트뷰,시니어 풀스택 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50053968&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 7~12년,대졸↑,정규직
967,(주)엘리스,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49678734&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,학력무관,계약직
968,(주)에프피에이,[경력] 자동화장비 PLC 제어 엔지니어 모집(화성/진천),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49679365&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 화성시,경력2년↑,학력무관,정규직
969,(주)메디인테크,[전문연구요원 가능] 로봇 및 기구설계 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49712513&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 종로구,경력무관,학력무관,정규직
970,(주)마음에이아이,(주)마음AI 인프라 팀장 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49718526&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 수정구,경력 5~10년,학력무관,정규직
971,(주)모빅랩,Senior AI Researcher 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49792692&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 2~20년,대졸↑,정규직
972,(주)레이언스,의료기기 SW개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49802020&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~15년,대졸↑,정규직
973,(주)레이언스,SW개발 팀장,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49802033&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~15년,대졸↑,정규직
974,(주)블루타일랩,(주)블루타일랩 Set-up Engineer 신입 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49801686&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,인천 연수구,신입,초대졸↑,정규직
975,(주)메이아이,ML Engineer (ML 엔지니어),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49827481&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~10년,학력무관,정규직
976,(주)콘텐츠브릿지,[신입] CDN 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49826770&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입,초대졸↑,정규직
977,(주)뷰노,[뷰노] 솔루션 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49833576&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 3~10년,학력무관,정규직
978,알피니언메디칼시스템,SW개발_Measurement파트 선임~책임급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49849466&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력 2~15년,대졸↑,정규직
979,알피니언메디칼시스템,SW개발_Platform파트 선임~책임급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49849456&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력 2~15년,대졸↑,정규직
980,(주)위펀,Frontend Engineer(React) (경력 5~7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868773&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~7년,학력무관,정규직
981,(주)위펀,Backend Engineer (경력 5~7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868795&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~7년,학력무관,정규직
982,(주)위펀,Frontend Engineer(React) (경력 8~12년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868786&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 8~12년,학력무관,정규직
983,(주)위펀,Backend Engineer (경력 8~12년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868852&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 8~12년,학력무관,정규직
984,(주)모빅랩,필드엔지니어 주니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49871503&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 1~3년,대졸↑,정규직
985,오토엘(주),FPGA 로직 개발 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49874091&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 3~15년,대졸↑,정규직
986,(주)에누마코리아,[경력] 백엔드 엔지니어 - 유연근무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49882270&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 3~10년,학력무관,정규직
987,굿어스스마트솔루션(주),[평택] 물류자동화 Network 엔지니어 (신입) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49890261&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 평택시,신입,학력무관,정규직
988,(주)레이언스,"의료기기 FW개발자 (C++, C#, QT, DB)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49924974&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~15년,대졸↑,정규직
989,(주)와이파워원,SW/솔루션 정규직 채용(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49941598&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전전체,경력 1~10년,대졸↑,정규직
990,(주)와이파워원,SW/솔루션 정규직 채용(신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49941592&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전전체,신입·경력,대졸↑,정규직
991,팀스파르타(주),[팀스파르타] IT 교육 커리큘럼 자문 위원 모집 (재택/사이드잡),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49998412&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력1년↑,학력무관,프리랜서
992,(주)인이지,[INEEJI] (주)인이지 프로젝트 수행 담당(PM/PL) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50021154&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력무관,대졸↑,정규직·계약직
993,(주)윌로그,데이터 플랫폼 리드(10년이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50045377&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 10~20년,대졸↑,정규직
994,(주)윌로그,"백엔드 개발자_Node.js, NestJS(10년 이상)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50045382&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 10~20년,학력무관,정규직
995,(주)넥써쓰,[넥써쓰] QA 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50055866&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력2년↑,학력무관,정규직
996,(주)레이언스,SW개발 팀장,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063696&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~15년,대졸↑,정규직
997,(주)레이언스,의료기기 SW개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063703&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~15년,대졸↑,정규직
998,(주)세컨신드롬,[미니창고 다락] 사업 전략 매니저 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50042179&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력 2~8년,학력무관,정규직
999,(주)코오롱,2025년 2월 정기공채,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50033268&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,신입·경력,학력무관,정규직
1000,(주)아이브,기구/설계 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49867466&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 화성시,경력 4~12년,고졸↑,정규직
1001,(주)아이브,광학엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49884585&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력5년↑,고졸↑,정규직
1002,포항공대가속기연구소,포항공과대학교 포항가속기연구소 직원 채용(상근직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49953996&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경북 포항시,신입·경력,초대졸↑,무기계약직·계약직
1003,(주)아이브,Field Engineer 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49972850&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 5~12년,고졸↑,정규직
1004,(주)메이크인,"[연3,000+/천안/중식O] 외국계 중견 승강기 기업, CAD직(기계)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50045028&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남 천안시 서북구,경력무관,초대졸↑,계약직·파견직
1005,(주)에버트레져,개발 총괄 팀장 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50021888&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,경력7년↑,대졸↑,정규직
1006,(주)쓰리아이,SW 개발자 채용 (Android / iOS / QA),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50042652&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,대졸↑,정규직·계약직
1007,(주)로보로보,로보로보 H/W(펌웨어) 엔지니어 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49655710&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강북구,경력 2~3년,대졸↑,정규직·인턴직
1008,(주)로보로보,로보로보 기구설계 엔지니어 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49655717&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강북구,경력 2~3년,초대졸↑,정규직·인턴직
1009,텔레픽스(주),[SW개발팀]백엔드 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49763269&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,경력5년↑,학력무관,정규직
1010,(주)헬스허브,(주)헬스허브 기업부설연구소 병역특례 전문연구요원(현역) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49792986&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력무관,석사↑,전문연구요원·현역
1011,(주)퀄리타스반도체,[퀄리타스반도체] 디지털 백엔드 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49809824&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력3년↑,초대졸↑,정규직
1012,(주)퀄리타스반도체,[퀄리타스반도체] PCB설계 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49810118&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력5년↑,대졸↑,정규직
1013,올제텍(주),시스템 SW 개발자 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49813859&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전전체,경력 3~10년,초대졸↑,정규직
1014,(주)휴머스온,Sr. Backend Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49817081&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 8~15년,대졸↑,정규직
1015,(주)휴머스온,서비스 엔지니어 (SM/운영),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49817073&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~12년,대졸↑,정규직
1016,(주)휴머스온,Backend Engineer(메세징 서비스 기술 운영),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49817087&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~9년,대졸↑,정규직
1017,(주)비에이치에스티,영상처리 소프트웨어 개발 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49826079&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,충남전체,신입·경력,대졸↑,정규직
1018,노을(주),[노을 주식회사] 생산 기술 담당 Production Equipment Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49848974&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 용인시 수지구,경력 8~15년,학력무관,정규직
1019,(주)하이퍼정보,오픈소스 DB 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49851158&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 2~10년,학력무관,정규직
1020,(주)하이퍼정보,IT모니터링 솔루션 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49851145&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~10년,학력무관,정규직
1021,에이치원래디오(주),Wi-Fi 소프트웨어 개발자 8~10년 경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49869088&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 8~10년,초대졸↑,정규직
